# 家卫 · MAC 厂商（OUI）精简表
# 生成方式: python tools/build_oui_table.py --from wireshark
# 数据来源: https://www.wireshark.org/download/automated/data/manuf
# 过滤策略: 家庭 / 国产设备厂商白名单
# 字段: prefix,vendor,vendor_cn,device_hint
# 说明: device_hint 只在厂商几乎只做该品类时才填，其余留空 —— 不猜。
prefix,vendor,vendor_cn,device_hint
c0:4a:00,TpLinkTechno,TP-Link,router
c0:4e:30,Espressif,Espressif / 乐鑫,
c0:4e:8a,HuaweiTechno,华为,
c0:51:5c,zte,中兴,
c0:51:7e,HikvisionDig,海康威视,camera
c0:52:34,HuaweiTechno,华为,
c0:56:e3,HikvisionDig,海康威视,camera
c0:57:24,HonorDevice,荣耀,
c0:5b:44,XiaomiMobile,小米,
c0:5b:bd,HuaweiTechno,华为,
c0:5d:89,Espressif,Espressif / 乐鑫,
c0:61:18,TpLinkTechno,TP-Link,router
c0:61:94,HuaweiDevice,华为,
c0:63:94,Apple,Apple,
c0:65:99,SamsungElect,Samsung / 三星,
c0:68:cc,SkyworthDigi,创维,tv
c0:6c:0c,Apple,Apple,
c0:6d:ed,HikvisionDig,海康威视,camera
c0:70:09,HuaweiTechno,华为,
c0:78:31,HuaweiDevice,华为,
c0:7a:d6,SamsungElect,Samsung / 三星,
c0:83:c9,HuaweiDevice,华为,
c0:84:7a,Apple,Apple,
c0:84:e0,HuaweiTechno,华为,
c0:87:eb,SamsungElect,Samsung / 三星,
c0:89:97,SamsungElect,Samsung / 三星,
c0:8b:05,HuaweiTechno,华为,
c0:8f:20,SkyworthDigi,创维,tv
c0:92:96,zte,中兴,
c0:94:ad,zte,中兴,
c0:95:6d,Apple,Apple,
c0:97:27,SamsungElect,Samsung / 三星,
c0:9a:d0,Apple,Apple,
c0:9b:63,HuaweiTechno,华为,
c0:9f:42,Apple,Apple,
c0:9f:e1,zte,中兴,
c0:a3:6d,HuaweiTechno,华为,
c0:a5:3e,Apple,Apple,
c0:a5:dd,MercuryCommu,水星 / Mercury,router
c0:a6:00,Apple,Apple,
c0:a9:38,HuaweiTechno,华为,
c0:ab:2b,HuaweiDevice,华为,
c0:b1:01,zte,中兴,
c0:b2:2f,Apple,Apple,
c0:b4:7d,HuaweiDevice,华为,
c0:b5:cd,HuaweiDevice,华为,
c0:b6:58,Apple,Apple,
c0:bc:9a,HuaweiTechno,华为,
c0:bd:c8,SamsungElect,Samsung / 三星,
c0:bd:d1,SamsungElect,Samsung / 三星,
c0:bf:ac,HuaweiDevice,华为,
c0:bf:c0,HuaweiTechno,华为,
c0:c7:db,Apple,Apple,
c0:c9:e3,TpLinkTechno,TP-Link,router
c0:cc:f8,Apple,Apple,
c0:cd:d6,Espressif,Espressif / 乐鑫,
c0:ce:cd,Apple,Apple,
c0:d0:12,Apple,Apple,
c0:d0:26,HuaweiDevice,华为,
c0:d1:93,HuaweiDevice,华为,
c0:d2:dd,SamsungElect,Samsung / 三星,
c0:d3:c0,SamsungElect,Samsung / 三星,
c0:d4:6b,HuaweiDevice,华为,
c0:d5:e2,SamsungElect,Samsung / 三星,
c0:da:5e,HuaweiDevice,华为,
c0:dc:d7,HuaweiDevice,华为,
c0:dc:da,SamsungElect,Samsung / 三星,
c0:e0:18,HuaweiTechno,华为,
c0:e1:be,HuaweiTechno,华为,
c0:e3:fb,HuaweiTechno,华为,
c0:e4:2d,TpLinkTechno,TP-Link,router
c0:e5:79,HuaweiDevice,华为,
c0:e8:62,Apple,Apple,
c0:ee:fb,OnePlusTech,一加,
c0:f2:fb,Apple,Apple,
c0:f4:e6,HuaweiTechno,华为,
c0:f6:c2,HuaweiTechno,华为,
c0:f6:ec,HuaweiTechno,华为,
c0:f9:b0,HuaweiTechno,华为,
c0:fd:84,zte,中兴,
c0:ff:a8,HuaweiTechno,华为,
c0:ff:d4,Netgear,NETGEAR,router
c4:04:15,Netgear,NETGEAR,router
c4:05:28,HuaweiTechno,华为,
c4:06:83,HuaweiTechno,华为,
c4:07:2f,HuaweiTechno,华为,
c4:08:26,HisenseVisua,海信,tv
c4:0b:31,Apple,Apple,
c4:0b:cb,XiaomiCommun,小米,
c4:0d:96,HuaweiTechno,华为,
c4:12:34,Apple,Apple,
c4:12:ec,HuaweiTechno,华为,
c4:14:11,Apple,Apple,
c4:16:88,HuaweiDevice,华为,
c4:16:8f,Apple,Apple,
c4:16:c8,HuaweiTechno,华为,
c4:17:0e,HuaweiDevice,华为,
c4:18:e9,SamsungElect,Samsung / 三星,
c4:1c:07,SamsungElect,Samsung / 三星,
c4:21:55,HuaweiDevice,华为,
c4:21:b9,zte,中兴,
c4:27:28,zte,中兴,
c4:27:8c,HuaweiDevice,华为,
c4:29:96,Signify,Signify / 飞利浦,bulb
c4:2a:d0,Apple,Apple,
c4:2b:44,HuaweiDevice,华为,
c4:2c:03,Apple,Apple,
c4:2f:90,HikvisionDig,海康威视,camera
c4:34:5b,HuaweiTechno,华为,
c4:35:d9,Apple,Apple,
c4:3a:be,Sony,Sony / 索尼,
c4:3d:c7,Netgear,NETGEAR,router
c4:3e:ab,HuaweiDevice,华为,
c4:42:02,SamsungElect,Samsung / 三星,
c4:44:7d,HuaweiTechno,华为,
c4:47:3f,HuaweiTechno,华为,
c4:49:1b,Apple,Apple,
c4:4f:33,Espressif,Espressif / 乐鑫,
c4:4f:5f,HuaweiDevice,华为,
c4:50:06,SamsungElect,Samsung / 三星,
c4:52:4f,Apple,Apple,
c4:55:0d,HuaweiTechno,华为,
c4:57:6e,SamsungElect,Samsung / 三星,
c4:57:cd,HuaweiTechno,华为,
c4:5a:86,HuaweiDevice,华为,
c4:5b:ac,Apple,Apple,
c4:5b:be,Espressif,Espressif / 乐鑫,
c4:5d:83,SamsungElect,Samsung / 三星,
c4:5e:5c,HuaweiTechno,华为,
c4:61:8b,Apple,Apple,
c4:62:ea,SamsungElect,Samsung / 三星,
c4:63:c4,HuaweiTechno,华为,
c4:67:d1,HuaweiTechno,华为,
c4:69:40,XiaomiCommun,小米,
c4:69:f0,HuaweiTechno,华为,
c4:6a:b7,XiaomiCommun,小米,
c4:6d:d1,HuaweiTechno,华为,
c4:6e:1f,TpLinkTechno,TP-Link,router
c4:71:0f,XiaomiCommun,小米,
c4:71:54,TpLinkTechno,TP-Link,router
c4:73:1e,SamsungElect,Samsung / 三星,
c4:74:1e,zte,中兴,
c4:75:ea,HuaweiTechno,华为,
c4:77:64,SamsungElect,Samsung / 三星,
c4:78:a2,HuaweiDevice,华为,
c4:7b:e3,HuaweiTechno,华为,
c4:7d:9f,SamsungElect,Samsung / 三星,
c4:80:25,HuaweiDevice,华为,
c4:84:66,Apple,Apple,
c4:84:fc,Apple,Apple,
c4:86:e9,HuaweiTechno,华为,
c4:88:e5,SamsungElect,Samsung / 三星,
c4:8a:ce,HisenseVisua,海信,tv
c4:91:0c,Apple,Apple,
c4:92:d9,zte,中兴,
c4:93:bb,XiaomiMobile,小米,
c4:93:d9,SamsungElect,Samsung / 三星,
c4:98:80,Apple,Apple,
c4:9d:08,HuaweiDevice,华为,
c4:9e:7e,Espressif,Espressif / 乐鑫,
c4:9f:4c,HuaweiTechno,华为,
c4:a1:ae,HuaweiDevice,华为,
c4:a3:66,zte,中兴,
c4:a4:02,HuaweiTechno,华为,
c4:aa:99,HuaweiTechno,华为,
c4:ac:aa,Apple,Apple,
c4:ae:12,SamsungElect,Samsung / 三星,
c4:b1:d9,HuaweiTechno,华为,
c4:b3:01,Apple,Apple,
c4:b3:49,Apple,Apple,
c4:b8:b4,HuaweiTechno,华为,
c4:bb:03,HuaweiTechno,华为,
c4:c1:7d,Apple,Apple,
c4:c3:6b,Apple,Apple,
c4:cc:f9,zte,中兴,
c4:d4:38,HuaweiTechno,华为,
c4:d7:38,HuaweiDevice,华为,
c4:d8:d4,HuaweiTechno,华为,
c4:d8:d5,Espressif,Espressif / 乐鑫,
c4:db:04,HuaweiTechno,华为,
c4:dd:57,Espressif,Espressif / 乐鑫,
c4:de:7b,HuaweiDevice,华为,
c4:de:e2,Espressif,Espressif / 乐鑫,
c4:df:39,RealmeChongq,realme,
c4:e2:87,HuaweiTechno,华为,
c4:e9:84,TpLinkTechno,TP-Link,router
c4:eb:ff,zte,中兴,
c4:ef:3d,SamsungElect,Samsung / 三星,
c4:f0:81,HuaweiTechno,华为,
c4:f4:45,Apple,Apple,
c4:f7:c1,Apple,Apple,
c4:fb:aa,HuaweiTechno,华为,
c4:ff:1f,HuaweiTechno,华为,
c4:ff:22,HuaweiDevice,华为,
c8:0c:c8,HuaweiTechno,华为,
c8:10:2f,Netgear,NETGEAR,router
c8:12:0b,SamsungElect,Samsung / 三星,
c8:13:8b,SkyworthDigi,创维,tv
c8:14:51,HuaweiTechno,华为,
c8:14:79,SamsungElect,Samsung / 三星,
c8:16:da,RealmeChongq,realme,
c8:19:f7,SamsungElect,Samsung / 三星,
c8:1e:e7,Apple,Apple,
c8:1f:be,HuaweiTechno,华为,
c8:1f:e8,Apple,Apple,
c8:28:32,XiaomiElectr,小米,
c8:2a:14,Apple,Apple,
c8:2a:dd,Google,Google,speaker
c8:2b:96,Espressif,Espressif / 乐鑫,
c8:2e:18,Espressif,Espressif / 乐鑫,
c8:30:49,HuaweiDevice,华为,
c8:33:4b,Apple,Apple,
c8:33:e5,HuaweiTechno,华为,
c8:38:70,SamsungElect,Samsung / 三星,
c8:39:ac,HuaweiDevice,华为,
c8:3c:85,Apple,Apple,
c8:3d:dc,XiaomiCommun,小米,
c8:3e:9e,HuaweiDevice,华为,
c8:41:8a,SamsungElect,Samsung / 三星,
c8:4c:78,zte,中兴,
c8:50:ce,HuaweiTechno,华为,
c8:51:42,SamsungElect,Samsung / 三星,
c8:51:95,HuaweiTechno,华为,
c8:5a:9f,zte,中兴,
c8:5c:cc,XiaomiMobile,小米,
c8:60:00,ASUSTekCOMPU,华硕,router
c8:64:c7,zte,中兴,
c8:68:de,HuaweiDevice,华为,
c8:69:cd,Apple,Apple,
c8:6f:1d,Apple,Apple,
c8:77:8b,Mercury–Trus,水星 / Mercury,router
c8:7b:5b,zte,中兴,
c8:7e:75,SamsungElect,Samsung / 三星,
c8:7f:54,ASUSTekCOMPU,华硕,router
c8:80:6d,Apple,Apple,
c8:84:cf,HuaweiTechno,华为,
c8:85:41,Espressif,Espressif / 乐鑫,
c8:85:50,Apple,Apple,
c8:89:f3,Apple,Apple,
c8:8a:7b,Espressif,Espressif / 乐鑫,
c8:8d:83,HuaweiTechno,华为,
c8:8f:26,SkyworthDigi,创维,tv
c8:90:8a,SamsungElect,Samsung / 三星,
c8:90:f7,HuaweiTechno,华为,
c8:94:bb,HuaweiTechno,华为,
c8:98:28,zte,中兴,
c8:9b:ad,HonorDevice,荣耀,
c8:9b:d7,RealmeChongq,realme,
c8:9d:18,HuaweiDevice,华为,
c8:9e:43,Netgear,NETGEAR,router
c8:9f:1a,HuaweiTechno,华为,
c8:a4:cd,RealmeChongq,realme,
c8:a6:ef,SamsungElect,Samsung / 三星,
c8:a7:02,HikvisionDig,海康威视,camera
c8:a7:76,HuaweiTechno,华为,
c8:a8:23,SamsungElect,Samsung / 三星,
c8:b0:b2,zte,中兴,
c8:b1:cd,Apple,Apple,
c8:b5:b7,Apple,Apple,
c8:b6:d3,HuaweiTechno,华为,
c8:b7:8a,HuaweiTechno,华为,
c8:ba:94,SamsungElect,Samsung / 三星,
c8:bb:81,HuaweiDevice,华为,
c8:bc:9c,HuaweiDevice,华为,
c8:bc:c8,Apple,Apple,
c8:bd:4d,SamsungElect,Samsung / 三星,
c8:bd:69,SamsungElect,Samsung / 三星,
c8:bf:4c,XiaomiMobile,小米,
c8:bf:fe,HuaweiDevice,华为,
c8:c2:fa,HuaweiTechno,华为,
c8:c4:65,HuaweiTechno,华为,
c8:c9:92,RoborockTech,石头科技,vacuum
c8:c9:a3,Espressif,Espressif / 乐鑫,
c8:ca:63,HuaweiDevice,华为,
c8:d0:83,Apple,Apple,
c8:d1:5e,HuaweiTechno,华为,
c8:d1:a9,HuaweiTechno,华为,
c8:d7:79,QingDaoHaier,海尔,
c8:d7:b0,SamsungElect,Samsung / 三星,
c8:da:29,EspressifPte,Espressif / 乐鑫,
c8:e0:eb,Apple,Apple,
c8:e3:1d,HuaweiTechno,华为,
c8:e5:e0,HuaweiTechno,华为,
c8:e6:00,HuaweiTechno,华为,
c8:e7:d8,MercuryCommu,水星 / Mercury,router
c8:ea:f8,zte,中兴,
c8:f0:9e,Espressif,Espressif / 乐鑫,
c8:f6:50,Apple,Apple,
cc:03:3d,XiaomiMobile,小米,
cc:05:1b,SamsungElect,Samsung / 三星,
cc:05:77,HuaweiTechno,华为,
cc:07:ab,SamsungElect,Samsung / 三星,
cc:08:7b,HuaweiTechno,华为,
cc:08:8d,Apple,Apple,
cc:08:e0,Apple,Apple,
cc:08:fa,Apple,Apple,
cc:08:fb,TpLinkTechno,TP-Link,router
cc:11:5a,Apple,Apple,
cc:12:28,HisenseVisua,海信,tv
cc:13:f3,HikvisionDig,海康威视,camera
cc:1a:fa,zte,中兴,
cc:1e:56,HuaweiTechno,华为,
cc:1e:97,HuaweiTechno,华为,
cc:20:8c,HuaweiTechno,华为,
cc:20:ac,SamsungElect,Samsung / 三星,
cc:20:e8,Apple,Apple,
cc:21:19,SamsungElect,Samsung / 三星,
cc:22:fe,Apple,Apple,
cc:25:ef,Apple,Apple,
cc:27:46,Apple,Apple,
cc:28:aa,ASUSTekCOMPU,华硕,router
cc:29:bd,zte,中兴,
cc:29:f5,Apple,Apple,
cc:2d:b7,Apple,Apple,
cc:32:96,HuaweiDevice,华为,
cc:32:e5,TpLinkTechno,TP-Link,router
cc:34:29,TpLinkTechno,TP-Link,router
cc:35:d9,Ubiquiti,Ubiquiti,router
cc:38:e1,HuaweiTechno,华为,
cc:3a:61,SamsungElect,Samsung / 三星,
cc:3d:d1,HuaweiTechno,华为,
cc:3f:36,Apple,Apple,
cc:40:d0,Netgear,NETGEAR,router
cc:42:10,XiaomiCommun,小米,
cc:44:60,HuaweiDevice,华为,
cc:44:63,Apple,Apple,
cc:46:4e,SamsungElect,Samsung / 三星,
cc:4b:04,Apple,Apple,
cc:4d:75,XiaomiMobile,小米,
cc:50:e3,Espressif,Espressif / 乐鑫,
cc:53:b5,HuaweiTechno,华为,
cc:5c:61,HuaweiDevice,华为,
cc:60:23,Apple,Apple,
cc:62:00,HonorDevice,荣耀,
cc:64:a6,HuaweiTechno,华为,
cc:66:0a,Apple,Apple,
cc:68:b6,TPLink,TP-Link,router
cc:68:c7,Espressif,Espressif / 乐鑫,
cc:68:e0,Apple,Apple,
cc:69:fa,Apple,Apple,
cc:6e:a4,SamsungElect,Samsung / 三星,
cc:72:2a,Apple,Apple,
cc:76:3a,zte,中兴,
cc:78:5f,Apple,Apple,
cc:7b:35,zte,中兴,
cc:7b:5c,Espressif,Espressif / 乐鑫,
cc:7e:1f,Espressif,Espressif / 乐鑫,
cc:80:8f,Apple,Apple,
cc:81:7d,Apple,Apple,
cc:81:da,Phicomm,斐讯,router
cc:89:5e,HuaweiTechno,华为,
cc:8a:84,HuaweiDevice,华为,
cc:8d:a2,Espressif,Espressif / 乐鑫,
cc:90:96,HuaweiDevice,华为,
cc:91:5b,HuaweiDevice,华为,
cc:96:a0,HuaweiTechno,华为,
cc:a0:8f,zte,中兴,
cc:a2:23,HuaweiTechno,华为,
cc:a7:c1,Google,Google,speaker
cc:b0:a8,HuaweiDevice,华为,
cc:b1:1a,SamsungElect,Samsung / 三星,
cc:b1:82,HuaweiTechno,华为,
cc:b5:d1,XiaomiMobile,小米,
cc:b7:75,HuaweiDevice,华为,
cc:b7:77,zte,中兴,
cc:b7:c4,HuaweiTechno,华为,
cc:ba:6f,HuaweiTechno,华为,
cc:ba:97,Espressif,Espressif / 乐鑫,
cc:ba:bd,TPLink,TP-Link,router
cc:bb:fe,HuaweiTechno,华为,
cc:bc:2b,HuaweiDevice,华为,
cc:bc:e3,HuaweiTechno,华为,
cc:be:61,Apple,Apple,
cc:c2:53,zte,中兴,
cc:c7:60,Apple,Apple,
cc:c9:5d,Apple,Apple,
cc:cc:81,HuaweiTechno,华为,
cc:d2:81,Apple,Apple,
cc:d7:3c,HuaweiTechno,华为,
cc:d8:43,XiaomiMobile,小米,
cc:da:20,XiaomiMobile,小米,
cc:db:a7,Espressif,Espressif / 乐鑫,
cc:e6:86,SamsungElect,Samsung / 三星,
cc:e9:fa,SamsungElect,Samsung / 三星,
cc:eb:5e,XiaomiCommun,小米,
cc:f4:11,Google,Google,speaker
cc:f8:26,SamsungElect,Samsung / 三星,
cc:f9:e8,SamsungElect,Samsung / 三星,
cc:f9:f0,SamsungElect,Samsung / 三星,
cc:fa:66,HuaweiDevice,华为,
cc:fa:95,HonorDevice,荣耀,
cc:fe:3c,SamsungElect,Samsung / 三星,
cc:ff:90,HuaweiDevice,华为,
d0:03:4b,Apple,Apple,
d0:03:df,SamsungElect,Samsung / 三星,
d0:04:77,HuaweiTechno,华为,
d0:04:b0,SamsungElect,Samsung / 三星,
d0:05:e4,HuaweiDevice,华为,
d0:0d:f7,HuaweiDevice,华为,
d0:11:e5,Apple,Apple,
d0:13:c1,SkyworthDigi,创维,tv
d0:15:4a,zte,中兴,
d0:16:b4,HuaweiTechno,华为,
d0:17:6a,SamsungElect,Samsung / 三星,
d0:17:c2,ASUSTekCOMPU,华硕,router
d0:1b:49,SamsungElect,Samsung / 三星,
d0:21:f9,Ubiquiti,Ubiquiti,router
d0:22:be,SamsungElect,Samsung / 三星,
d0:23:db,Apple,Apple,
d0:25:16,MercuryCommu,水星 / Mercury,router
d0:25:44,SamsungElect,Samsung / 三星,
d0:25:98,Apple,Apple,
d0:28:ba,RealmeChongq,realme,
d0:2b:20,Apple,Apple,
d0:2d:b3,HuaweiTechno,华为,
d0:31:69,SamsungElect,Samsung / 三星,
d0:33:11,Apple,Apple,
d0:37:45,TpLinkTechno,TP-Link,router
d0:39:fa,SamsungElect,Samsung / 三星,
d0:3e:07,Apple,Apple,
d0:3e:5c,HuaweiTechno,华为,
d0:3f:aa,Apple,Apple,
d0:45:8d,SkyworthDigi,创维,tv
d0:49:7c,OnePlusTechn,一加,
d0:4d:86,Apple,Apple,
d0:4e:99,HuaweiTechno,华为,
d0:4f:7e,Apple,Apple,
d0:51:62,Sony,Sony / 索尼,
d0:56:fb,SamsungElect,Samsung / 三星,
d0:58:a5,Apple,Apple,
d0:58:a8,zte,中兴,
d0:58:c0,QingdaoHaier,海尔,
d0:59:19,zte,中兴,
d0:59:e4,SamsungElect,Samsung / 三星,
d0:5a:fd,RealmeChongq,realme,
d0:5b:a8,zte,中兴,
d0:60:8c,zte,中兴,
d0:61:58,HuaweiTechno,华为,
d0:65:44,Apple,Apple,
d0:65:ca,HuaweiTechno,华为,
d0:66:7b,SamsungElect,Samsung / 三星,
d0:69:c1,HuaweiTechno,华为,
d0:6b:78,Apple,Apple,
d0:6d:c8,HuaweiTechno,华为,
d0:6f:82,HuaweiTechno,华为,
d0:71:c4,zte,中兴,
d0:73:80,HuaweiDevice,华为,
d0:76:e7,TpLinkTechno,TP-Link,router
d0:7a:b5,HuaweiTechno,华为,
d0:7d:33,HuaweiDevice,华为,
d0:7e:01,HuaweiDevice,华为,
d0:7f:a0,SamsungElect,Samsung / 三星,
d0:81:7a,Apple,Apple,
d0:87:e2,SamsungElect,Samsung / 三星,
d0:88:0c,Apple,Apple,
d0:92:82,Apple,Apple,
d0:94:cf,HuaweiTechno,华为,
d0:97:fe,RealmeChongq,realme,
d0:9a:af,EspressifPte,Espressif / 乐鑫,
d0:9c:7a,XiaomiCommun,小米,
d0:a6:37,Apple,Apple,
d0:ae:05,XiaomiCommun,小米,
d0:b1:28,SamsungElect,Samsung / 三星,
d0:b1:ca,SkyworthDigi,创维,tv
d0:b3:24,Apple,Apple,
d0:b4:5d,HuaweiDevice,华为,
d0:bb:61,zte,中兴,
d0:c0:50,Apple,Apple,
d0:c1:b1,SamsungElect,Samsung / 三星,
d0:c1:bf,XiaomiCommun,小米,
d0:c2:4e,SamsungElect,Samsung / 三星,
d0:c5:f3,Apple,Apple,
d0:c6:5b,HuaweiTechno,华为,
d0:c6:7f,HuaweiTechno,华为,
d0:c7:30,zte,中兴,
d0:c7:c0,TpLinkTechno,TP-Link,router
d0:ce:c0,XiaomiCommun,小米,
d0:cf:13,Espressif,Espressif / 乐鑫,
d0:d0:03,SamsungElect,Samsung / 三星,
d0:d0:4b,HuaweiTechno,华为,
d0:d2:3c,Apple,Apple,
d0:d2:b0,Apple,Apple,
d0:d4:9f,Apple,Apple,
d0:d7:83,HuaweiTechno,华为,
d0:d7:be,HuaweiTechno,华为,
d0:da:d7,Apple,Apple,
d0:dd:7c,zte,中兴,
d0:df:c7,SamsungElect,Samsung / 三星,
d0:e1:40,Apple,Apple,
d0:e5:81,Apple,Apple,
d0:ef:76,Espressif,Espressif / 乐鑫,
d0:ef:c1,HuaweiTechno,华为,
d0:f3:f5,HuaweiDevice,华为,
d0:f4:f7,HuaweiDevice,华为,
d0:f8:15,HuaweiTechno,华为,
d0:f9:28,zte,中兴,
d0:f9:9b,zte,中兴,
d0:fc:cc,SamsungElect,Samsung / 三星,
d0:ff:98,HuaweiTechno,华为,
d4:01:6d,TpLinkTechno,TP-Link,router
d4:05:92,Espressif,Espressif / 乐鑫,
d4:0f:9e,Apple,Apple,
d4:11:a3,SamsungElect,Samsung / 三星,
d4:12:6e,Apple,Apple,
d4:17:61,XiaomiCommun,小米,
d4:2c:a6,SamsungElect,Samsung / 三星,
d4:2d:cc,Apple,Apple,
d4:2f:ca,Apple,Apple,
d4:35:38,XiaomiMobile,小米,
d4:37:d7,zte,中兴,
d4:38:9c,Sony,Sony / 索尼,
d4:3a:2c,Google,Google,speaker
d4:40:f0,HuaweiTechno,华为,
d4:43:8a,XiaomiMobile,小米,
d4:46:49,HuaweiTechno,华为,
d4:46:e1,Apple,Apple,
d4:4d:9f,SkyworthDigi,创维,tv
d4:4f:67,HuaweiTechno,华为,
d4:53:2a,XiaomiMobile,小米,
d4:57:63,Apple,Apple,
d4:5d:64,ASUSTekCOMPU,华硕,router
d4:5e:ec,XiaomiElectr,小米,
d4:5f:2c,zte,中兴,
d4:5f:7a,HuaweiTechno,华为,
d4:61:2e,HuaweiTechno,华为,
d4:61:95,zte,中兴,
d4:61:9d,Apple,Apple,
d4:61:da,Apple,Apple,
d4:62:ea,HuaweiTechno,华为,
d4:63:c0,Apple,Apple,
d4:68:aa,Apple,Apple,
d4:6a:a8,HuaweiTechno,华为,
d4:6b:a6,HuaweiTechno,华为,
d4:6e:0e,TpLinkTechno,TP-Link,router
d4:6e:5c,HuaweiTechno,华为,
d4:72:26,zte,中兴,
d4:73:27,HuaweiTechno,华为,
d4:74:15,HuaweiDevice,华为,
d4:76:ea,zte,中兴,
d4:79:54,HuaweiDevice,华为,
d4:7a:97,RealmeChongq,realme,
d4:7a:e2,SamsungElect,Samsung / 三星,
d4:84:09,MercuryCommu,水星 / Mercury,router
d4:87:d8,SamsungElect,Samsung / 三星,
d4:88:66,HuaweiTechno,华为,
d4:88:90,SamsungElect,Samsung / 三星,
d4:89:c1,Ubiquiti,Ubiquiti,router
d4:8a:39,SamsungElect,Samsung / 三星,
d4:8a:fc,Espressif,Espressif / 乐鑫,
d4:8c:49,Espressif,Espressif / 乐鑫,
d4:8f:a2,HuaweiDevice,华为,
d4:90:9c,Apple,Apple,
d4:94:00,HuaweiTechno,华为,
d4:94:e8,HuaweiTechno,华为,
d4:95:5d,zte,中兴,
d4:97:0b,XiaomiCommun,小米,
d4:9a:20,Apple,Apple,
d4:9d:c0,SamsungElect,Samsung / 三星,
d4:9e:05,zte,中兴,
d4:9f:dd,HuaweiDevice,华为,
d4:a1:48,HuaweiTechno,华为,
d4:a2:54,HuaweiTechno,华为,
d4:a3:3d,Apple,Apple,
d4:a3:65,XiaomiCommun,小米,
d4:a9:23,HuaweiTechno,华为,
d4:ae:05,SamsungElect,Samsung / 三星,
d4:b1:10,HuaweiTechno,华为,
d4:b7:09,zte,中兴,
d4:bb:e6,HuaweiDevice,华为,
d4:c1:c8,zte,中兴,
d4:ce:40,Apple,Apple,
d4:d4:da,Espressif,Espressif / 乐鑫,
d4:d5:1b,HuaweiTechno,华为,
d4:d6:df,TPLink,TP-Link,router
d4:d7:cf,RealmeChongq,realme,
d4:d8:92,HuaweiTechno,华为,
d4:da:21,XiaomiMobile,小米,
d4:dc:cd,Apple,Apple,
d4:e3:c5,zte,中兴,
d4:e6:b7,SamsungElect,Samsung / 三星,
d4:e8:53,HikvisionDig,海康威视,camera
d4:e8:b2,SamsungElect,Samsung / 三星,
d4:e9:f4,Espressif,Espressif / 乐鑫,
d4:f0:ea,XiaomiMobile,小米,
d4:f2:42,HuaweiDevice,华为,
d4:f4:6f,Apple,Apple,
d4:f5:47,Google,Google,speaker
d4:f7:56,zte,中兴,
d4:f9:8d,Espressif,Espressif / 乐鑫,
d4:f9:a1,HuaweiTechno,华为,
d4:fb:8e,Apple,Apple,
d4:ff:1a,Apple,Apple,
d8:00:4d,Apple,Apple,
d8:01:d0,HuaweiTechno,华为,
d8:07:b6,TpLinkTechno,TP-Link,router
d8:08:31,SamsungElect,Samsung / 三星,
d8:09:7f,zte,中兴,
d8:0a:60,HuaweiTechno,华为,
d8:0a:e6,zte,中兴,
d8:0b:9a,SamsungElect,Samsung / 三星,
d8:0d:17,TpLinkTechno,TP-Link,router
d8:10:9f,HuaweiTechno,华为,
d8:13:2a,Espressif,Espressif / 乐鑫,
d8:15:0d,TpLinkTechno,TP-Link,router
d8:1b:b5,HuaweiTechno,华为,
d8:1c:79,Apple,Apple,
d8:1d:72,Apple,Apple,
d8:20:a2,HuaweiTechno,华为,
d8:29:18,HuaweiTechno,华为,
d8:29:f8,HuaweiTechno,华为,
d8:30:62,Apple,Apple,
d8:31:2c,zte,中兴,
d8:31:39,zte,中兴,
d8:31:cf,SamsungElect,Samsung / 三星,
d8:32:e3,XiaomiCommun,小米,
d8:3a:dd,RaspberryPiT,Raspberry Pi,
d8:3b:da,Espressif,Espressif / 乐鑫,
d8:40:08,HuaweiTechno,华为,
d8:44:89,TPLink,TP-Link,router
d8:46:ce,Apple,Apple,
d8:47:32,TpLinkTechno,TP-Link,router
d8:47:bb,HuaweiDevice,华为,
d8:49:0b,HuaweiTechno,华为,
d8:4a:2b,zte,中兴,
d8:4c:90,Apple,Apple,
d8:50:e6,ASUSTekCOMPU,华硕,router
d8:54:37,HuaweiTechno,华为,
d8:54:f2,HuaweiDevice,华为,
d8:55:75,SamsungElect,Samsung / 三星,
d8:55:a3,zte,中兴,
d8:57:ef,SamsungElect,Samsung / 三星,
d8:59:82,HuaweiTechno,华为,
d8:5b:2a,SamsungElect,Samsung / 三星,
d8:5d:4c,TpLinkTechno,TP-Link,router
d8:63:75,XiaomiCommun,小米,
d8:67:d3,HuaweiDevice,华为,
d8:68:52,HuaweiTechno,华为,
d8:68:a0,SamsungElect,Samsung / 三星,
d8:68:c3,SamsungElect,Samsung / 三星,
d8:6b:fc,zte,中兴,
d8:6c:63,Google,Google,speaker
d8:6d:17,HuaweiTechno,华为,
d8:71:54,SamsungElect,Samsung / 三星,
d8:74:75,Apple,Apple,
d8:74:95,zte,中兴,
d8:74:df,HuaweiTechno,华为,
d8:76:ae,HuaweiTechno,华为,
d8:80:dc,HuaweiDevice,华为,
d8:85:5e,zte,中兴,
d8:85:ac,Espressif,Espressif / 乐鑫,
d8:88:63,HuaweiTechno,华为,
d8:8a:dc,HuaweiDevice,华为,
d8:8c:73,zte,中兴,
d8:8c:79,Google,Google,speaker
d8:8f:76,Apple,Apple,
d8:90:e8,SamsungElect,Samsung / 三星,
d8:93:33,HuaweiTechno,华为,
